instrument_id,customer_behavior_score,number_of_uses,surgery_type,surgery_complexity,surgeon_experience_level,time_since_last_maintenance_days,previous_repair_count,sterilization_frequency,failure_count_last_12_months
INS-3125,0.84,226,Cardiac,Medium,Expert,138,2,20,1
INS-3126,0.76,134,Neuro,Medium,Resident,116,3,14,3
INS-3127,0.8,106,General,Medium,Expert,58,2,28,7
INS-3128,0.45,136,General,Medium,Resident,34,1,30,4
INS-3129,0.97,133,Neuro,Low,Intermediate,25,4,27,6
INS-3130,0.9,241,General,Low,Expert,150,3,20,1
INS-3131,0.88,252,Neuro,Low,Expert,117,1,20,4
INS-3132,0.89,234,General,High,Intermediate,173,3,15,4
INS-3133,0.96,170,Cardiac,Low,Resident,53,0,10,4
INS-3134,0.73,275,Orthopedic,Low,Resident,92,1,31,2
INS-3135,0.52,251,Cardiac,Medium,Expert,56,0,30,2
INS-3136,0.77,123,Cardiac,Low,Resident,133,2,18,2
INS-3137,0.85,156,Orthopedic,Low,Resident,89,1,16,4
INS-3138,0.84,173,General,Low,Intermediate,85,0,15,5
INS-3139,0.71,247,Orthopedic,Medium,Intermediate,29,4,32,3
INS-3140,0.44,149,Neuro,Low,Intermediate,155,2,19,3
INS-3141,0.62,265,Orthopedic,Low,Expert,21,1,14,3
INS-3142,0.95,253,Cardiac,High,Intermediate,121,1,10,4
INS-3143,0.75,92,Orthopedic,High,Intermediate,162,4,24,2
INS-3144,0.72,168,General,High,Resident,69,4,34,1
INS-3145,0.56,72,Cardiac,High,Intermediate,84,0,14,2
INS-3146,0.62,204,Neuro,Medium,Expert,119,0,29,4
INS-3147,0.94,235,General,High,Intermediate,43,0,15,1
INS-3148,0.8,298,Cardiac,Low,Expert,150,3,14,3
INS-3149,0.87,286,Neuro,High,Resident,175,2,26,1
INS-3150,0.67,86,General,Medium,Resident,149,1,27,3
INS-3151,0.78,183,Neuro,High,Intermediate,45,2,13,3
INS-3152,0.55,114,Orthopedic,High,Resident,37,4,33,2
INS-3153,0.82,183,Orthopedic,Medium,Intermediate,48,2,30,0
INS-3154,0.66,227,Neuro,Medium,Resident,86,2,32,1
INS-3155,0.67,71,Orthopedic,Medium,Expert,113,0,11,2
INS-3156,0.79,154,Neuro,Medium,Resident,100,4,17,2
INS-3157,0.96,137,General,Medium,Intermediate,124,2,14,3
INS-3158,0.44,202,Cardiac,Medium,Intermediate,168,1,13,2
INS-3159,0.89,174,Neuro,Low,Intermediate,11,0,34,1
INS-3160,0.58,128,Cardiac,High,Expert,126,2,31,1
INS-3161,0.67,139,Cardiac,High,Resident,91,4,23,5
INS-3162,0.41,249,Neuro,Medium,Intermediate,99,1,13,3
INS-3163,0.58,100,Orthopedic,Medium,Expert,51,4,17,6
INS-3164,0.7,265,General,Low,Expert,40,4,12,4
INS-3165,0.43,225,Cardiac,Low,Expert,70,4,23,3
INS-3166,0.69,151,General,Medium,Resident,111,3,27,1
INS-3167,0.96,247,Cardiac,Low,Resident,65,1,32,2
INS-3168,0.46,295,Neuro,Low,Resident,92,4,21,3
INS-3169,0.86,276,Orthopedic,Medium,Expert,137,3,24,0
INS-3170,0.65,155,General,Medium,Resident,23,0,29,3
INS-3171,0.79,242,Cardiac,Medium,Intermediate,23,3,29,2
INS-3172,0.56,109,Neuro,Medium,Expert,166,0,18,5
INS-3173,0.5,95,Neuro,High,Resident,59,3,11,4
INS-3174,0.5,85,Cardiac,High,Expert,110,4,10,2
INS-3175,0.44,235,Cardiac,Medium,Expert,77,3,24,5
INS-3176,0.51,253,Cardiac,Low,Resident,80,3,32,5
INS-3177,0.8,215,Orthopedic,Medium,Expert,20,4,24,3
INS-3178,0.93,60,Cardiac,High,Resident,23,0,17,0
INS-3179,0.89,61,Cardiac,Low,Resident,115,4,12,3
INS-3180,0.81,219,Orthopedic,High,Resident,113,1,11,3
INS-3181,0.47,291,Neuro,Medium,Expert,140,3,13,1
INS-3182,0.57,88,Cardiac,High,Expert,137,1,27,1
INS-3183,0.59,248,General,High,Resident,17,4,21,3
INS-3184,0.55,188,Neuro,High,Expert,146,4,27,1
INS-3185,0.71,85,General,Low,Resident,28,2,30,4
INS-3186,0.72,101,Cardiac,High,Intermediate,149,1,19,2
INS-3187,0.61,80,Orthopedic,Low,Expert,164,2,30,1
INS-3188,0.61,82,Orthopedic,Medium,Expert,121,1,17,2
INS-3189,0.9,190,Orthopedic,Medium,Intermediate,67,2,34,2
INS-3190,0.87,195,Cardiac,High,Intermediate,34,2,27,1
INS-3191,0.58,218,Cardiac,Low,Intermediate,54,1,26,2
INS-3192,0.95,107,General,Medium,Resident,111,4,28,3
INS-3193,0.97,233,Orthopedic,Low,Resident,57,0,15,1
INS-3194,0.6,201,Cardiac,Low,Intermediate,59,4,23,2
INS-3195,0.61,250,Neuro,High,Resident,90,0,14,3
INS-3196,0.7,177,Cardiac,High,Expert,53,1,17,1
INS-3197,0.96,80,Cardiac,Low,Intermediate,68,3,17,5
INS-3198,0.93,104,Neuro,Low,Expert,170,4,27,4
INS-3199,0.46,282,Orthopedic,High,Resident,112,2,18,5
INS-3200,0.64,59,Neuro,Low,Intermediate,87,4,23,3
INS-3201,0.73,237,Orthopedic,High,Resident,165,1,23,4
INS-3202,0.7,179,Neuro,Low,Expert,27,3,29,0
INS-3203,0.52,279,General,High,Resident,170,3,23,2
INS-3204,0.92,64,Orthopedic,Low,Expert,125,4,26,4
INS-3205,0.81,52,Cardiac,High,Resident,115,4,11,1
INS-3206,0.9,92,General,Low,Expert,152,4,23,1
INS-3207,0.92,208,Orthopedic,Medium,Resident,20,1,31,3
INS-3208,0.85,247,Orthopedic,Medium,Intermediate,173,0,30,1
INS-3209,0.66,116,Orthopedic,Low,Intermediate,152,0,21,1
INS-3210,0.77,105,Neuro,Medium,Resident,71,2,32,2
INS-3211,0.5,112,Orthopedic,Low,Expert,57,1,34,4
INS-3212,0.8,252,Cardiac,Low,Resident,103,3,25,3
INS-3213,0.51,64,Orthopedic,Medium,Intermediate,152,2,31,4
INS-3214,0.82,158,Cardiac,Low,Expert,96,3,15,4
INS-3215,0.54,165,Cardiac,High,Resident,59,3,27,3
INS-3216,0.47,141,Cardiac,Low,Resident,69,4,16,6
INS-3217,0.5,187,General,Low,Expert,68,3,11,2
INS-3218,0.4,215,Cardiac,Medium,Resident,24,3,22,3
INS-3219,0.83,96,Neuro,High,Intermediate,38,1,32,3
INS-3220,0.84,106,Orthopedic,Low,Intermediate,49,4,17,2
INS-3221,0.71,99,Neuro,Low,Expert,40,4,21,4
INS-3222,0.5,291,General,Low,Resident,82,2,10,1
INS-3223,0.45,120,Orthopedic,Low,Resident,20,4,18,1
INS-3224,0.41,192,Cardiac,Low,Intermediate,90,0,17,4
INS-3225,0.5,195,Orthopedic,Low,Expert,71,1,18,2
INS-3226,0.93,131,General,High,Expert,145,2,14,8
INS-3227,0.54,165,General,High,Expert,60,0,22,0
INS-3228,0.61,154,Neuro,Low,Intermediate,66,3,23,4
INS-3229,0.46,137,Orthopedic,Low,Intermediate,141,0,13,5
INS-3230,0.53,51,Orthopedic,Medium,Expert,173,2,26,2
INS-3231,0.71,153,Orthopedic,High,Expert,156,4,18,4
INS-3232,0.76,133,Neuro,High,Resident,33,1,29,4
INS-3233,0.55,275,General,Low,Resident,50,2,24,0
INS-3234,0.43,92,Cardiac,High,Expert,58,0,29,3
INS-3235,0.63,203,Orthopedic,High,Intermediate,45,0,13,2
INS-3236,0.54,120,Neuro,Medium,Intermediate,19,2,11,1
INS-3237,0.53,215,Neuro,Medium,Resident,87,2,22,3
INS-3238,0.98,143,Cardiac,High,Expert,144,2,13,6
INS-3239,0.77,91,General,High,Intermediate,149,4,27,4
INS-3240,0.73,182,Orthopedic,High,Intermediate,95,2,33,3
INS-3241,0.65,188,Orthopedic,Low,Intermediate,174,3,25,3
INS-3242,0.66,114,Neuro,Medium,Intermediate,173,1,32,4
INS-3243,0.72,83,General,Low,Resident,69,1,19,3
INS-3244,0.82,169,Orthopedic,Medium,Intermediate,105,3,11,1
INS-3245,0.82,50,Cardiac,Medium,Intermediate,17,0,23,2
INS-3246,0.5,260,General,Medium,Expert,144,0,11,0
INS-3247,0.7,179,General,High,Expert,116,0,27,4
INS-3248,0.65,262,Neuro,Medium,Resident,67,0,10,2
INS-3249,0.92,197,Neuro,Low,Resident,90,4,22,3
INS-3250,0.78,110,Orthopedic,Medium,Resident,95,3,15,3
INS-3251,0.72,264,Neuro,Low,Resident,43,1,31,1
INS-3252,0.47,198,General,Medium,Intermediate,93,3,26,3
INS-3253,0.76,137,Orthopedic,Medium,Expert,126,1,26,2
INS-3254,0.47,117,Orthopedic,High,Intermediate,31,0,31,4
INS-3255,0.6,176,General,Low,Intermediate,158,4,20,0
INS-3256,0.49,189,Orthopedic,Medium,Intermediate,24,2,15,1
INS-3257,0.82,71,Cardiac,Medium,Expert,142,2,29,1
INS-3258,0.52,197,Cardiac,Low,Resident,111,0,12,4
INS-3259,0.64,131,Orthopedic,Medium,Resident,154,0,23,3
INS-3260,0.94,178,Neuro,High,Expert,156,3,34,6
INS-3261,0.52,79,Cardiac,Low,Expert,14,4,15,3
INS-3262,0.7,175,Orthopedic,High,Resident,32,4,26,3
INS-3263,0.65,146,Cardiac,Low,Intermediate,92,3,12,1
INS-3264,0.41,73,Neuro,Low,Resident,23,4,26,2
INS-3265,0.88,63,General,Low,Expert,19,4,28,2
INS-3266,0.44,85,Orthopedic,Medium,Resident,40,2,27,2
INS-3267,0.68,246,Orthopedic,Low,Resident,150,4,14,4
INS-3268,0.74,252,Orthopedic,Low,Resident,136,0,24,4
INS-3269,0.78,73,Orthopedic,Low,Expert,159,2,12,1
INS-3270,0.81,237,Orthopedic,High,Expert,46,0,32,1
INS-3271,0.55,144,Orthopedic,Low,Resident,176,0,17,4
INS-3272,0.41,104,Neuro,Medium,Resident,147,3,16,3
INS-3273,0.83,254,General,Low,Intermediate,40,4,27,0
INS-3274,0.72,257,Neuro,Low,Intermediate,108,4,19,2
INS-3275,0.9,73,Neuro,High,Resident,173,4,32,5
INS-3276,0.89,254,General,Medium,Expert,44,4,19,4
INS-3277,0.91,201,Neuro,Medium,Intermediate,120,2,28,3
INS-3278,0.69,231,Cardiac,Medium,Resident,77,1,32,2
INS-3279,0.6,75,Neuro,Low,Intermediate,126,0,10,5
INS-3280,0.87,243,Orthopedic,Low,Intermediate,135,1,11,2
INS-3281,0.67,129,Cardiac,Medium,Intermediate,15,1,10,5
INS-3282,0.51,215,Cardiac,Medium,Expert,128,1,18,4
INS-3283,0.91,287,General,High,Resident,165,2,24,3
INS-3284,0.93,114,Neuro,Medium,Expert,39,1,27,1
INS-3285,0.68,290,Neuro,Low,Expert,164,2,27,2
INS-3286,0.45,124,Cardiac,Low,Intermediate,78,3,31,3
INS-3287,0.63,228,Neuro,Low,Resident,117,3,16,1
INS-3288,0.88,212,Neuro,High,Intermediate,176,3,23,2
INS-3289,0.94,92,General,Medium,Expert,44,2,27,1
INS-3290,0.52,78,Cardiac,Low,Expert,112,2,29,1
INS-3291,0.44,214,Orthopedic,High,Resident,53,0,28,1
INS-3292,0.93,130,Cardiac,High,Expert,152,1,14,1
INS-3293,0.63,235,General,Low,Expert,169,4,18,2
INS-3294,0.73,103,General,High,Resident,38,4,27,4
INS-3295,0.98,88,General,High,Intermediate,15,1,22,4
INS-3296,0.44,91,Neuro,Low,Resident,36,4,14,3
INS-3297,0.79,205,Cardiac,High,Expert,37,4,33,3
INS-3298,0.44,78,Neuro,Low,Resident,142,4,31,0
INS-3299,0.63,220,Neuro,Low,Intermediate,178,2,29,4
INS-3300,0.88,180,Cardiac,High,Expert,65,2,24,2
INS-3301,0.66,293,General,Low,Intermediate,121,2,33,3
INS-3302,1.0,187,Orthopedic,Low,Intermediate,63,1,28,4
INS-3303,0.74,236,Orthopedic,Medium,Resident,89,3,29,4
INS-3304,0.59,283,Cardiac,Low,Intermediate,114,4,20,4
INS-3305,0.53,191,Cardiac,Medium,Resident,27,0,18,4
INS-3306,0.61,253,General,Medium,Resident,52,2,30,0
INS-3307,0.62,224,Cardiac,Medium,Intermediate,98,0,31,2
INS-3308,0.44,91,Cardiac,Medium,Resident,83,4,25,3
INS-3309,0.62,143,General,High,Resident,166,3,20,3
INS-3310,0.68,209,General,High,Intermediate,19,0,11,0
INS-3311,0.83,81,Neuro,Low,Expert,143,4,34,2
INS-3312,0.79,219,Cardiac,Low,Resident,98,4,17,1
INS-3313,0.83,209,Orthopedic,Low,Resident,141,2,32,0
INS-3314,0.41,75,Cardiac,High,Intermediate,43,3,34,1
INS-3315,0.53,164,Orthopedic,Medium,Resident,92,4,30,0
INS-3316,0.8,178,Orthopedic,High,Intermediate,170,3,14,1
INS-3317,0.69,105,Orthopedic,High,Expert,141,2,20,6
INS-3318,0.4,171,Neuro,Low,Expert,107,0,20,5
INS-3319,0.88,155,General,Low,Intermediate,40,1,18,4
INS-3320,0.86,179,General,Low,Expert,89,1,20,2
INS-3321,0.73,130,Neuro,Medium,Intermediate,69,1,14,6
INS-3322,0.44,207,General,Medium,Resident,11,3,18,0
INS-3323,0.86,169,Neuro,High,Expert,45,1,10,4
INS-3324,0.75,280,Cardiac,Medium,Resident,134,0,19,0
INS-3325,0.87,248,Neuro,Low,Resident,160,4,17,1
INS-3326,0.85,101,General,Medium,Intermediate,112,3,28,2
INS-3327,0.88,140,General,Medium,Expert,125,0,25,5
INS-3328,0.71,186,Cardiac,Medium,Expert,110,3,22,2
INS-3329,0.48,71,Neuro,Medium,Resident,55,3,33,3
INS-3330,0.8,83,Cardiac,Low,Resident,89,3,14,3
INS-3331,0.77,159,Orthopedic,Low,Intermediate,116,2,27,2
INS-3332,0.85,98,Neuro,High,Expert,53,4,18,1
INS-3333,0.5,178,Cardiac,High,Intermediate,156,1,13,1
INS-3334,0.52,122,Cardiac,High,Intermediate,58,2,23,3
INS-3335,0.93,133,General,Medium,Intermediate,97,4,16,2
INS-3336,0.85,102,Neuro,Medium,Expert,67,1,21,2
INS-3337,0.94,260,Orthopedic,Low,Intermediate,100,2,33,2
INS-3338,0.86,149,Orthopedic,High,Expert,144,2,16,6
INS-3339,0.76,173,Neuro,Low,Intermediate,103,0,20,5
INS-3340,0.79,217,Neuro,High,Resident,178,2,31,7
INS-3341,0.93,94,Cardiac,High,Intermediate,87,3,24,2
INS-3342,0.75,245,General,High,Intermediate,131,2,16,4
INS-3343,0.78,186,General,Medium,Expert,152,3,29,3
INS-3344,0.49,154,General,High,Resident,85,4,26,2
INS-3345,0.68,199,Neuro,High,Resident,62,4,14,0
INS-3346,0.83,195,General,Medium,Expert,32,3,17,3
INS-3347,0.56,253,Cardiac,High,Expert,86,0,19,3
INS-3348,0.52,155,Neuro,Medium,Resident,82,0,15,3
INS-3349,0.59,92,Neuro,Medium,Expert,97,4,30,3
INS-3350,0.54,216,General,Low,Resident,112,2,11,1
INS-3351,0.53,250,Orthopedic,Medium,Intermediate,103,4,14,2
INS-3352,0.65,183,Orthopedic,Medium,Intermediate,69,4,19,1
INS-3353,0.94,260,Cardiac,Medium,Resident,19,3,12,5
INS-3354,0.7,97,General,High,Resident,111,0,22,4
INS-3355,0.51,175,General,Low,Intermediate,67,3,25,2
INS-3356,0.45,288,Neuro,High,Intermediate,152,4,24,2
INS-3357,0.82,56,Neuro,Medium,Resident,18,1,11,1
INS-3358,0.63,257,General,Medium,Expert,22,2,12,1
INS-3359,0.89,246,Neuro,Low,Expert,160,4,29,3
INS-3360,0.8,65,General,Low,Resident,170,3,27,3
INS-3361,0.88,178,Cardiac,Medium,Expert,146,1,29,3
INS-3362,0.56,164,Neuro,Medium,Intermediate,140,1,29,5
INS-3363,0.82,86,General,High,Intermediate,82,4,24,4
INS-3364,0.56,280,Neuro,Medium,Expert,125,0,31,4
INS-3365,0.96,260,Cardiac,High,Resident,162,1,14,3
INS-3366,0.78,295,Neuro,Low,Intermediate,134,2,32,3
INS-3367,0.59,214,General,High,Intermediate,120,3,20,2
INS-3368,0.56,174,Neuro,Medium,Intermediate,80,3,32,2
INS-3369,0.51,130,Neuro,High,Expert,173,3,12,3
INS-3370,0.82,241,General,High,Resident,98,4,18,1
INS-3371,0.53,267,Orthopedic,Low,Expert,29,3,16,2
INS-3372,0.76,263,Neuro,High,Resident,90,3,32,3
INS-3373,0.56,111,Neuro,Medium,Resident,99,2,11,4
INS-3374,0.8,121,Cardiac,High,Expert,28,0,24,0
INS-3375,0.89,238,Orthopedic,High,Intermediate,174,4,21,2
INS-3376,0.87,174,Cardiac,High,Resident,121,4,25,3
INS-3377,0.86,210,General,Medium,Expert,140,3,25,4
INS-3378,0.51,115,General,High,Intermediate,116,2,25,3
INS-3379,0.45,79,Cardiac,Medium,Resident,130,1,28,3
INS-3380,0.82,288,Neuro,High,Resident,101,3,12,4
INS-3381,0.62,69,Orthopedic,Low,Intermediate,156,3,31,0
INS-3382,0.66,237,Cardiac,Low,Resident,89,4,29,4
INS-3383,0.42,131,Cardiac,Low,Expert,40,4,13,3
INS-3384,0.56,156,General,Medium,Resident,62,3,10,3
INS-3385,0.42,298,Neuro,Medium,Resident,122,4,31,1
INS-3386,0.93,251,Orthopedic,Medium,Intermediate,43,2,17,3
INS-3387,0.55,201,Cardiac,High,Expert,40,1,33,2
INS-3388,0.73,297,Orthopedic,Medium,Intermediate,148,1,24,2
INS-3389,0.42,181,Orthopedic,Medium,Expert,15,1,33,2
INS-3390,0.8,86,Cardiac,Medium,Intermediate,36,3,30,3
INS-3391,0.59,181,Orthopedic,Medium,Resident,16,3,31,4
INS-3392,0.94,126,General,Low,Expert,58,3,14,3
INS-3393,0.93,138,Neuro,High,Expert,105,2,29,0
INS-3394,0.6,254,Neuro,Low,Resident,69,1,21,2
INS-3395,0.94,195,Neuro,High,Intermediate,42,4,29,2
INS-3396,1.0,137,General,High,Expert,56,4,29,4
INS-3397,0.9,243,General,Low,Resident,128,0,13,4
INS-3398,0.91,225,General,Medium,Resident,36,0,31,1
INS-3399,0.55,82,Neuro,Low,Expert,31,4,24,2
INS-3400,0.75,107,Orthopedic,High,Expert,56,1,15,5
INS-3401,0.44,260,General,High,Expert,102,3,14,3
INS-3402,0.46,250,Cardiac,Medium,Resident,167,4,20,3
INS-3403,1.0,77,General,Low,Intermediate,11,4,23,1
INS-3404,0.6,84,Cardiac,High,Intermediate,152,0,20,2
INS-3405,0.85,298,Neuro,Low,Expert,56,1,18,1
INS-3406,0.88,280,Cardiac,Medium,Resident,36,4,33,4
INS-3407,0.91,174,General,Medium,Resident,36,3,19,2
INS-3408,1.0,187,General,High,Expert,150,3,15,1
INS-3409,0.54,114,Orthopedic,Medium,Resident,154,2,20,3
INS-3410,0.42,91,Neuro,High,Resident,84,3,18,1
INS-3411,0.65,134,Cardiac,High,Resident,19,4,14,1
INS-3412,0.48,186,Neuro,Medium,Expert,130,4,19,1
INS-3413,0.41,237,General,Medium,Expert,42,3,29,3
INS-3414,0.62,160,Orthopedic,Low,Expert,174,0,23,5
INS-3415,0.87,64,General,Low,Intermediate,135,1,15,2
INS-3416,0.74,276,General,High,Intermediate,17,4,13,1
INS-3417,0.59,234,General,Low,Expert,170,3,33,4
INS-3418,0.79,118,Cardiac,High,Resident,144,3,32,0
INS-3419,0.54,154,General,Medium,Resident,171,4,30,3
INS-3420,0.41,299,Neuro,Medium,Expert,80,2,19,3
INS-3421,0.86,199,Neuro,Low,Resident,144,1,31,3
INS-3422,0.77,113,Orthopedic,High,Resident,50,4,20,3
INS-3423,0.86,90,Neuro,High,Intermediate,127,3,25,1
INS-3424,0.42,264,General,Low,Resident,64,2,16,1
INS-3425,0.9,120,General,High,Resident,16,4,27,1
INS-3426,0.77,105,Neuro,High,Expert,93,1,34,3
INS-3427,0.74,200,Orthopedic,Medium,Intermediate,155,2,16,2
INS-3428,0.77,285,Orthopedic,High,Intermediate,87,3,33,3
INS-3429,0.92,74,Neuro,High,Resident,177,0,30,2
INS-3430,0.75,268,Cardiac,High,Expert,62,1,24,2
INS-3431,0.75,154,Cardiac,Low,Intermediate,23,2,28,3
INS-3432,0.99,183,Cardiac,Low,Intermediate,158,4,27,2
INS-3433,0.85,168,Cardiac,Low,Resident,122,4,24,4
INS-3434,0.67,211,Neuro,High,Intermediate,66,2,27,4
INS-3435,0.82,240,Orthopedic,High,Expert,100,4,12,2
INS-3436,0.63,58,General,Low,Expert,55,2,10,3
INS-3437,0.54,109,General,Low,Intermediate,163,1,10,1
INS-3438,0.76,174,Neuro,High,Expert,100,4,16,3
INS-3439,0.96,98,General,High,Expert,161,1,19,3
INS-3440,0.96,274,Cardiac,Medium,Resident,142,3,21,2
INS-3441,0.61,100,Orthopedic,Low,Intermediate,179,3,17,4
INS-3442,0.72,237,Neuro,High,Intermediate,111,3,31,3
INS-3443,0.53,119,Orthopedic,Low,Resident,115,3,32,3
INS-3444,1.0,86,Neuro,Low,Resident,137,4,26,6
INS-3445,0.99,80,Neuro,Low,Resident,41,2,23,3
INS-3446,0.79,275,Neuro,Medium,Resident,15,4,26,2
INS-3447,0.88,218,Neuro,High,Expert,83,4,34,3
INS-3448,0.83,111,Orthopedic,High,Expert,144,1,30,4
INS-3449,0.76,142,General,Low,Resident,38,2,32,0
INS-3450,0.43,235,Neuro,High,Intermediate,43,0,15,3
INS-3451,0.67,63,Cardiac,Medium,Intermediate,16,0,29,1
INS-3452,0.8,213,Neuro,Low,Intermediate,90,2,26,2
INS-3453,0.81,213,Orthopedic,Medium,Resident,86,0,29,3
INS-3454,0.62,294,Neuro,Medium,Expert,67,2,17,0
INS-3455,0.97,128,Cardiac,High,Expert,94,1,22,5
INS-3456,0.5,57,Orthopedic,High,Expert,168,1,25,6
INS-3457,0.7,203,Neuro,Medium,Expert,82,4,21,2
INS-3458,0.81,85,Cardiac,High,Intermediate,54,0,26,3
INS-3459,0.82,97,Orthopedic,Medium,Intermediate,56,2,27,1
INS-3460,0.79,134,Neuro,Medium,Expert,86,1,17,6
INS-3461,0.57,77,Cardiac,Low,Resident,82,4,27,2
INS-3462,0.49,245,Orthopedic,Medium,Expert,177,0,20,5
INS-3463,0.78,239,Neuro,Medium,Expert,125,0,22,3
INS-3464,0.76,257,Orthopedic,High,Resident,39,0,21,3
INS-3465,0.51,263,Cardiac,Low,Expert,80,1,24,5
INS-3466,0.82,253,Neuro,High,Intermediate,154,1,34,4
INS-3467,0.67,257,Neuro,Low,Resident,112,0,12,3
INS-3468,0.8,100,Neuro,High,Resident,142,1,12,1
INS-3469,0.9,153,Cardiac,Medium,Expert,113,0,15,1
INS-3470,0.5,279,General,Low,Intermediate,131,3,12,2
INS-3471,0.41,219,Neuro,Low,Intermediate,138,1,18,3
INS-3472,0.87,150,Cardiac,Low,Intermediate,40,2,20,4
INS-3473,0.77,78,Orthopedic,Low,Expert,172,1,17,2
INS-3474,0.82,176,Orthopedic,High,Expert,118,0,13,2
INS-3475,0.9,131,Cardiac,High,Intermediate,81,2,31,4
INS-3476,0.88,59,General,Low,Expert,167,4,33,4
INS-3477,0.98,155,Cardiac,Low,Intermediate,136,2,29,2
INS-3478,0.72,216,Orthopedic,Low,Expert,94,2,24,3
INS-3479,0.69,259,Orthopedic,High,Resident,24,1,14,4
INS-3480,0.64,50,Neuro,Low,Resident,65,2,16,6
INS-3481,0.49,88,General,Low,Expert,36,2,17,0
INS-3482,0.74,70,Cardiac,Low,Expert,11,0,16,0
INS-3483,0.57,114,Orthopedic,High,Intermediate,83,1,17,5
INS-3484,0.95,64,Orthopedic,Medium,Resident,73,0,13,4
INS-3485,0.75,181,Orthopedic,Medium,Intermediate,14,1,10,2
INS-3486,0.76,237,Cardiac,High,Expert,100,4,31,1
INS-3487,0.61,110,Cardiac,Medium,Intermediate,77,2,14,3
INS-3488,0.43,197,General,Low,Intermediate,150,1,20,2
INS-3489,0.42,187,Neuro,Low,Expert,90,2,13,3
INS-3490,0.65,136,Neuro,High,Resident,94,2,11,2
INS-3491,0.45,154,Neuro,High,Intermediate,32,3,26,1
INS-3492,0.76,83,Orthopedic,Medium,Expert,106,0,34,2
INS-3493,0.93,173,Neuro,Medium,Intermediate,133,1,21,4
INS-3494,0.93,159,Orthopedic,Low,Expert,46,4,11,2
INS-3495,0.8,225,General,High,Expert,39,3,18,1
INS-3496,0.53,82,Orthopedic,Medium,Expert,160,0,15,5
INS-3497,0.92,147,General,Medium,Resident,171,4,15,2
INS-3498,0.93,280,General,Low,Resident,126,4,27,1
INS-3499,0.52,110,Neuro,Low,Expert,18,2,31,2
INS-3500,0.84,59,Neuro,Low,Resident,141,0,12,2
INS-3501,0.57,231,Orthopedic,Low,Intermediate,75,3,24,3
INS-3502,0.88,133,Cardiac,Medium,Resident,129,1,16,2
INS-3503,1.0,114,Neuro,High,Resident,133,1,22,2
INS-3504,0.42,126,Neuro,High,Intermediate,170,3,19,1
INS-3505,0.94,50,Cardiac,Low,Intermediate,169,2,13,2
INS-3506,0.77,182,Cardiac,Low,Intermediate,53,2,25,1
INS-3507,0.98,129,Neuro,Medium,Expert,118,4,18,2
INS-3508,0.68,64,Cardiac,Low,Intermediate,46,0,30,2
INS-3509,0.91,290,Orthopedic,High,Intermediate,76,4,19,1
INS-3510,0.44,77,General,Low,Intermediate,69,1,28,1
INS-3511,0.6,272,General,High,Expert,45,3,26,0
INS-3512,0.44,72,Neuro,Low,Resident,58,0,10,3
INS-3513,0.99,289,Neuro,Low,Expert,116,3,22,3
INS-3514,0.89,158,Orthopedic,High,Resident,17,0,13,2
INS-3515,0.91,156,Cardiac,Medium,Intermediate,50,1,24,0
INS-3516,0.96,194,Neuro,Medium,Expert,110,1,19,2
INS-3517,0.45,162,General,Low,Expert,122,0,29,0
INS-3518,0.63,147,Orthopedic,Low,Resident,118,2,18,4
INS-3519,0.44,190,Orthopedic,High,Expert,175,0,17,1
INS-3520,0.53,191,Cardiac,High,Expert,95,1,29,2
INS-3521,0.54,188,Neuro,Low,Resident,87,3,15,2
INS-3522,0.68,77,Neuro,High,Expert,64,4,32,2
INS-3523,0.56,91,Orthopedic,Medium,Expert,119,3,19,2
INS-3524,0.46,273,General,Medium,Intermediate,155,1,33,1
INS-3525,0.5,148,Neuro,High,Intermediate,74,3,29,2
INS-3526,0.49,110,General,High,Intermediate,73,2,26,4
INS-3527,0.98,172,Orthopedic,High,Intermediate,149,2,14,2
INS-3528,0.86,113,Neuro,Medium,Intermediate,127,0,23,1
INS-3529,0.98,80,General,Low,Expert,178,3,26,1
INS-3530,0.66,130,Orthopedic,High,Expert,51,3,20,1
INS-3531,0.57,288,General,High,Intermediate,126,1,13,0
INS-3532,0.88,250,Neuro,High,Resident,59,0,32,4
INS-3533,0.6,59,Cardiac,Low,Intermediate,173,0,32,2
INS-3534,0.58,57,General,High,Expert,57,3,26,4
INS-3535,0.54,198,Cardiac,High,Resident,82,4,34,3
INS-3536,0.48,254,Neuro,Medium,Intermediate,145,3,11,7
INS-3537,0.55,108,Cardiac,High,Resident,162,3,30,2
INS-3538,0.61,227,Orthopedic,Medium,Intermediate,144,3,31,3
INS-3539,0.8,246,Cardiac,Low,Expert,115,2,10,3
INS-3540,0.44,247,General,High,Intermediate,17,0,27,1
INS-3541,0.53,79,General,High,Resident,119,2,16,2
INS-3542,0.89,272,Cardiac,Medium,Expert,40,4,31,6
INS-3543,0.49,194,Orthopedic,Low,Intermediate,21,1,15,3
INS-3544,0.61,252,Neuro,Low,Intermediate,136,4,15,3
INS-3545,0.92,69,Cardiac,Medium,Intermediate,66,0,23,1
INS-3546,0.49,97,General,Low,Intermediate,149,1,32,3
INS-3547,0.45,250,General,Low,Expert,36,4,21,4
INS-3548,0.69,179,Cardiac,Low,Expert,55,0,23,1
INS-3549,0.58,86,Cardiac,Low,Intermediate,144,4,23,3
